"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","CPI","TOT","AGRWTH","A","2010",1.157988,
"SWE","CPI","TOT","AGRWTH","A","2011",2.961151,
"SWE","CPI","TOT","AGRWTH","A","2012",0.8883775,
"SWE","CPI","TOT","AGRWTH","A","2013",-0.04429297,
"SWE","CPI","TOT","AGRWTH","A","2014",-0.1796385,
"SWE","CPI","TOT","AGRWTH","A","2015",-0.04678474,
"SWE","CPI","TOT","AGRWTH","A","2016",0.9842693,
"SWE","CPI","TOT","AGRWTH","A","2017",1.794499,
"SWE","CPI","TOT","AGRWTH","A","2018",1.953535,
"SWE","CPI","TOT","AGRWTH","A","2019",1.784151,
"CHE","CPI","TOT","AGRWTH","A","2005",1.171951,
"CHE","CPI","TOT","AGRWTH","A","2006",1.059525,
"CHE","CPI","TOT","AGRWTH","A","2007",0.7323366,
"CHE","CPI","TOT","AGRWTH","A","2008",2.426048,
"CHE","CPI","TOT","AGRWTH","A","2009",-0.4804679,
"CHE","CPI","TOT","AGRWTH","A","2010",0.6882334,
"CHE","CPI","TOT","AGRWTH","A","2011",0.2313366,
"CHE","CPI","TOT","AGRWTH","A","2012",-0.6925458,
"CHE","CPI","TOT","AGRWTH","A","2013",-0.2173085,
"CHE","CPI","TOT","AGRWTH","A","2014",-0.01322916,
"CHE","CPI","TOT","AGRWTH","A","2015",-1.143901,
"CHE","CPI","TOT","AGRWTH","A","2016",-0.4346076,
"CHE","CPI","TOT","AGRWTH","A","2017",0.533796,
"CHE","CPI","TOT","AGRWTH","A","2018",0.9363133,
"CHE","CPI","TOT","AGRWTH","A","2019",0.362916,
"TUR","CPI","TOT","AGRWTH","A","2005",8.17916,
"TUR","CPI","TOT","AGRWTH","A","2006",9.597242,
"TUR","CPI","TOT","AGRWTH","A","2007",8.756181,
"TUR","CPI","TOT","AGRWTH","A","2008",10.44413,
"TUR","CPI","TOT","AGRWTH","A","2009",6.250977,
"TUR","CPI","TOT","AGRWTH","A","2010",8.566444,
"TUR","CPI","TOT","AGRWTH","A","2011",6.471879,
"TUR","CPI","TOT","AGRWTH","A","2012",8.89157,
"TUR","CPI","TOT","AGRWTH","A","2013",7.49309,
"TUR","CPI","TOT","AGRWTH","A","2014",8.854572,
"TUR","CPI","TOT","AGRWTH","A","2015",7.670854,
"TUR","CPI","TOT","AGRWTH","A","2016",7.775134,
"TUR","CPI","TOT","AGRWTH","A","2017",11.14431,
"TUR","CPI","TOT","AGRWTH","A","2018",16.33246,
"TUR","CPI","TOT","AGRWTH","A","2019",15.17682,
"GBR","CPI","TOT","AGRWTH","A","2005",2.1,
"GBR","CPI","TOT","AGRWTH","A","2006",2.5,
"GBR","CPI","TOT","AGRWTH","A","2007",2.4,
"GBR","CPI","TOT","AGRWTH","A","2008",3.5,
"GBR","CPI","TOT","AGRWTH","A","2009",2,
"GBR","CPI","TOT","AGRWTH","A","2010",2.5,
"GBR","CPI","TOT","AGRWTH","A","2011",3.8,
"GBR","CPI","TOT","AGRWTH","A","2012",2.6,
"GBR","CPI","TOT","AGRWTH","A","2013",2.3,
"GBR","CPI","TOT","AGRWTH","A","2014",1.5,
"GBR","CPI","TOT","AGRWTH","A","2015",0.4,
"GBR","CPI","TOT","AGRWTH","A","2016",1,
"GBR","CPI","TOT","AGRWTH","A","2017",2.6,
"GBR","CPI","TOT","AGRWTH","A","2018",2.3,
"GBR","CPI","TOT","AGRWTH","A","2019",1.7,
"USA","CPI","TOT","AGRWTH","A","2005",3.392747,
"USA","CPI","TOT","AGRWTH","A","2006",3.225944,
"USA","CPI","TOT","AGRWTH","A","2007",2.852673,
"USA","CPI","TOT","AGRWTH","A","2008",3.8391,
"USA","CPI","TOT","AGRWTH","A","2009",-0.3555463,
"USA","CPI","TOT","AGRWTH","A","2010",1.640043,
"USA","CPI","TOT","AGRWTH","A","2011",3.156842,
"USA","CPI","TOT","AGRWTH","A","2012",2.069337,
"USA","CPI","TOT","AGRWTH","A","2013",1.464833,
"USA","CPI","TOT","AGRWTH","A","2014",1.622223,
"USA","CPI","TOT","AGRWTH","A","2015",0.1186271,
"USA","CPI","TOT","AGRWTH","A","2016",1.261583,
"USA","CPI","TOT","AGRWTH","A","2017",2.13011,
"USA","CPI","TOT","AGRWTH","A","2018",2.442583,
"USA","CPI","TOT","AGRWTH","A","2019",1.81221,
"BRA","CPI","TOT","AGRWTH","A","2005",6.869537,
"BRA","CPI","TOT","AGRWTH","A","2006",4.183568,
"BRA","CPI","TOT","AGRWTH","A","2007",3.641273,
"BRA","CPI","TOT","AGRWTH","A","2008",5.678594,
"BRA","CPI","TOT","AGRWTH","A","2009",4.888035,
"BRA","CPI","TOT","AGRWTH","A","2010",5.038727,
"BRA","CPI","TOT","AGRWTH","A","2011",6.63645,
"BRA","CPI","TOT","AGRWTH","A","2012",5.403499,
"BRA","CPI","TOT","AGRWTH","A","2013",6.204311,
"BRA","CPI","TOT","AGRWTH","A","2014",6.32904,
"BRA","CPI","TOT","AGRWTH","A","2015",9.029901,
"BRA","CPI","TOT","AGRWTH","A","2016",8.739143,
"BRA","CPI","TOT","AGRWTH","A","2017",3.446373,
"BRA","CPI","TOT","AGRWTH","A","2018",3.66485,
"BRA","CPI","TOT","AGRWTH","A","2019",3.732976,
"CHL","CPI","TOT","AGRWTH","A","2005",3.052574,
"CHL","CPI","TOT","AGRWTH","A","2006",3.392019,
"CHL","CPI","TOT","AGRWTH","A","2007",4.407798,
"CHL","CPI","TOT","AGRWTH","A","2008",8.716269,
"CHL","CPI","TOT","AGRWTH","A","2009",0.3530467,
"CHL","CPI","TOT","AGRWTH","A","2010",1.410711,
"CHL","CPI","TOT","AGRWTH","A","2011",3.341217,
"CHL","CPI","TOT","AGRWTH","A","2012",3.007448,
"CHL","CPI","TOT","AGRWTH","A","2013",1.789556,
"CHL","CPI","TOT","AGRWTH","A","2014",4.718675,
"CHL","CPI","TOT","AGRWTH","A","2015",4.348773,
"CHL","CPI","TOT","AGRWTH","A","2016",3.786194,
"CHL","CPI","TOT","AGRWTH","A","2017",2.182719,
"CHL","CPI","TOT","AGRWTH","A","2018",2.43489,
"CHL","CPI","TOT","AGRWTH","A","2019",2.557545,
"CHN","CPI","TOT","AGRWTH","A","2005",1.8,
"CHN","CPI","TOT","AGRWTH","A","2006",1.5,
"CHN","CPI","TOT","AGRWTH","A","2007",4.8,
"CHN","CPI","TOT","AGRWTH","A","2008",5.9,
"CHN","CPI","TOT","AGRWTH","A","2009",-0.7,
"CHN","CPI","TOT","AGRWTH","A","2010",3.3,
"CHN","CPI","TOT","AGRWTH","A","2011",5.4,
"CHN","CPI","TOT","AGRWTH","A","2012",2.6,
"CHN","CPI","TOT","AGRWTH","A","2013",2.6,
"CHN","CPI","TOT","AGRWTH","A","2014",2,
"CHN","CPI","TOT","AGRWTH","A","2015",1.4,
"CHN","CPI","TOT","AGRWTH","A","2016",2,
"CHN","CPI","TOT","AGRWTH","A","2017",1.6,
"CHN","CPI","TOT","AGRWTH","A","2018",2.1,
"CHN","CPI","TOT","AGRWTH","A","2019",2.9,
"EST","CPI","TOT","AGRWTH","A","2005",4.079714,
"EST","CPI","TOT","AGRWTH","A","2006",4.437621,
"EST","CPI","TOT","AGRWTH","A","2007",6.601326,
"EST","CPI","TOT","AGRWTH","A","2008",10.36236,
"EST","CPI","TOT","AGRWTH","A","2009",-0.07840831,
"EST","CPI","TOT","AGRWTH","A","2010",2.972045,
"EST","CPI","TOT","AGRWTH","A","2011",4.981901,
"EST","CPI","TOT","AGRWTH","A","2012",3.9334,
"EST","CPI","TOT","AGRWTH","A","2013",2.780567,
"EST","CPI","TOT","AGRWTH","A","2014",-0.1061751,
"EST","CPI","TOT","AGRWTH","A","2015",-0.492326,
"EST","CPI","TOT","AGRWTH","A","2016",0.1486849,
"EST","CPI","TOT","AGRWTH","A","2017",3.417236,
"EST","CPI","TOT","AGRWTH","A","2018",3.436327,
"EST","CPI","TOT","AGRWTH","A","2019",2.277259,
"IND","CPI","TOT","AGRWTH","A","2005",4.246353,
"IND","CPI","TOT","AGRWTH","A","2006",5.796516,
"IND","CPI","TOT","AGRWTH","A","2007",6.372881,
"IND","CPI","TOT","AGRWTH","A","2008",8.349267,
"IND","CPI","TOT","AGRWTH","A","2009",10.88235,
"IND","CPI","TOT","AGRWTH","A","2010",11.98939,
"IND","CPI","TOT","AGRWTH","A","2011",8.858361,
"IND","CPI","TOT","AGRWTH","A","2012",9.312446,
"IND","CPI","TOT","AGRWTH","A","2013",10.90764,
"IND","CPI","TOT","AGRWTH","A","2014",6.353195,
"IND","CPI","TOT","AGRWTH","A","2015",5.872427,
"IND","CPI","TOT","AGRWTH","A","2016",4.941027,
"IND","CPI","TOT","AGRWTH","A","2017",2.490887,
"IND","CPI","TOT","AGRWTH","A","2018",4.8607,
"IND","CPI","TOT","AGRWTH","A","2019",7.659695,
"IDN","CPI","TOT","AGRWTH","A","2005",10.4532,
"IDN","CPI","TOT","AGRWTH","A","2006",13.10867,
"IDN","CPI","TOT","AGRWTH","A","2007",6.406562,
"IDN","CPI","TOT","AGRWTH","A","2008",10.22667,
"IDN","CPI","TOT","AGRWTH","A","2009",4.386416,
"IDN","CPI","TOT","AGRWTH","A","2010",5.134203,
"IDN","CPI","TOT","AGRWTH","A","2011",5.356048,
"IDN","CPI","TOT","AGRWTH","A","2012",4.279512,
"IDN","CPI","TOT","AGRWTH","A","2013",6.4125,
"IDN","CPI","TOT","AGRWTH","A","2014",6.394926,
"IDN","CPI","TOT","AGRWTH","A","2015",6.363121,
"IDN","CPI","TOT","AGRWTH","A","2016",3.525805,
"IDN","CPI","TOT","AGRWTH","A","2017",3.808798,
"IDN","CPI","TOT","AGRWTH","A","2018",3.198346,
"IDN","CPI","TOT","AGRWTH","A","2019",3.030587,
"ISR","CPI","TOT","AGRWTH","A","2005",1.309413,
"ISR","CPI","TOT","AGRWTH","A","2006",2.116833,
"ISR","CPI","TOT","AGRWTH","A","2007",0.4684074,
"ISR","CPI","TOT","AGRWTH","A","2008",4.592798,
"ISR","CPI","TOT","AGRWTH","A","2009",3.328907,
"ISR","CPI","TOT","AGRWTH","A","2010",2.707664,
"ISR","CPI","TOT","AGRWTH","A","2011",3.467381,
"ISR","CPI","TOT","AGRWTH","A","2012",1.684229,
"ISR","CPI","TOT","AGRWTH","A","2013",1.571392,
"ISR","CPI","TOT","AGRWTH","A","2014",0.4850309,
"ISR","CPI","TOT","AGRWTH","A","2015",-0.63249,
"ISR","CPI","TOT","AGRWTH","A","2016",-0.5443886,
"ISR","CPI","TOT","AGRWTH","A","2017",0.2442105,
"ISR","CPI","TOT","AGRWTH","A","2018",0.8148522,
"ISR","CPI","TOT","AGRWTH","A","2019",0.8415965,
"RUS","CPI","TOT","AGRWTH","A","2005",12.68531,
"RUS","CPI","TOT","AGRWTH","A","2006",9.668655,
"RUS","CPI","TOT","AGRWTH","A","2007",9.007296,
"RUS","CPI","TOT","AGRWTH","A","2008",14.11077,
"RUS","CPI","TOT","AGRWTH","A","2009",11.64733,
"RUS","CPI","TOT","AGRWTH","A","2010",6.849392,
"RUS","CPI","TOT","AGRWTH","A","2011",8.440471,
"RUS","CPI","TOT","AGRWTH","A","2012",5.074733,
"RUS","CPI","TOT","AGRWTH","A","2013",6.753717,
"RUS","CPI","TOT","AGRWTH","A","2014",7.823416,
"RUS","CPI","TOT","AGRWTH","A","2015",15.5344,
"RUS","CPI","TOT","AGRWTH","A","2016",7.042436,
"RUS","CPI","TOT","AGRWTH","A","2017",3.683334,
"RUS","CPI","TOT","AGRWTH","A","2018",2.878305,
"RUS","CPI","TOT","AGRWTH","A","2019",4.470367,
"SVN","CPI","TOT","AGRWTH","A","2005",2.451501,
"SVN","CPI","TOT","AGRWTH","A","2006",2.457924,
"SVN","CPI","TOT","AGRWTH","A","2007",3.657496,
"SVN","CPI","TOT","AGRWTH","A","2008",5.647424,
"SVN","CPI","TOT","AGRWTH","A","2009",0.8392622,
"SVN","CPI","TOT","AGRWTH","A","2010",1.80117,
"SVN","CPI","TOT","AGRWTH","A","2011",1.802852,
"SVN","CPI","TOT","AGRWTH","A","2012",2.597414,
"SVN","CPI","TOT","AGRWTH","A","2013",1.769201,
"SVN","CPI","TOT","AGRWTH","A","2014",0.1993438,
"SVN","CPI","TOT","AGRWTH","A","2015",-0.5255523,
"SVN","CPI","TOT","AGRWTH","A","2016",-0.05499954,
"SVN","CPI","TOT","AGRWTH","A","2017",1.429107,
"SVN","CPI","TOT","AGRWTH","A","2018",1.738609,
"SVN","CPI","TOT","AGRWTH","A","2019",1.630523,
"ZAF","CPI","TOT","AGRWTH","A","2005",2.06285,
"ZAF","CPI","TOT","AGRWTH","A","2006",3.243906,
"ZAF","CPI","TOT","AGRWTH","A","2007",6.177805,
"ZAF","CPI","TOT","AGRWTH","A","2008",10.05529,
"ZAF","CPI","TOT","AGRWTH","A","2009",7.264562,
"ZAF","CPI","TOT","AGRWTH","A","2010",4.063539,
"ZAF","CPI","TOT","AGRWTH","A","2011",5.017158,
"ZAF","CPI","TOT","AGRWTH","A","2012",5.723944,
"ZAF","CPI","TOT","AGRWTH","A","2013",5.776404,
"ZAF","CPI","TOT","AGRWTH","A","2014",6.13602,
"ZAF","CPI","TOT","AGRWTH","A","2015",4.509208,
"ZAF","CPI","TOT","AGRWTH","A","2016",6.594604,
"ZAF","CPI","TOT","AGRWTH","A","2017",5.181082,
"ZAF","CPI","TOT","AGRWTH","A","2018",4.504578,
"ZAF","CPI","TOT","AGRWTH","A","2019",4.124351,
"OECD","CPI","TOT","AGRWTH","A","2005",2.629076,
"OECD","CPI","TOT","AGRWTH","A","2006",2.659683,
"OECD","CPI","TOT","AGRWTH","A","2007",2.540349,
"OECD","CPI","TOT","AGRWTH","A","2008",3.723429,
"OECD","CPI","TOT","AGRWTH","A","2009",0.5419009,
"OECD","CPI","TOT","AGRWTH","A","2010",1.798875,
"OECD","CPI","TOT","AGRWTH","A","2011",2.844386,
"OECD","CPI","TOT","AGRWTH","A","2012",2.238888,
"OECD","CPI","TOT","AGRWTH","A","2013",1.599716,
"OECD","CPI","TOT","AGRWTH","A","2014",1.738279,
"OECD","CPI","TOT","AGRWTH","A","2015",0.6872758,
"OECD","CPI","TOT","AGRWTH","A","2016",1.204285,
"OECD","CPI","TOT","AGRWTH","A","2017",2.280801,
"OECD","CPI","TOT","AGRWTH","A","2018",2.603209,
"OECD","CPI","TOT","AGRWTH","A","2019",2.067762,
"G-7","CPI","TOT","AGRWTH","A","2005",2.418255,
"G-7","CPI","TOT","AGRWTH","A","2006",2.430011,
"G-7","CPI","TOT","AGRWTH","A","2007",2.238979,
"G-7","CPI","TOT","AGRWTH","A","2008",3.25139,
"G-7","CPI","TOT","AGRWTH","A","2009",-0.1280375,
"G-7","CPI","TOT","AGRWTH","A","2010",1.349712,
"G-7","CPI","TOT","AGRWTH","A","2011",2.571168,
"G-7","CPI","TOT","AGRWTH","A","2012",1.863285,
"G-7","CPI","TOT","AGRWTH","A","2013",1.313772,
"G-7","CPI","TOT","AGRWTH","A","2014",1.553682,
"G-7","CPI","TOT","AGRWTH","A","2015",0.2973373,
"G-7","CPI","TOT","AGRWTH","A","2016",0.8681757,
"G-7","CPI","TOT","AGRWTH","A","2017",1.767112,
"G-7","CPI","TOT","AGRWTH","A","2018",2.085427,
"G-7","CPI","TOT","AGRWTH","A","2019",1.524286,
"OECDE","CPI","TOT","AGRWTH","A","2005",2.363125,
"OECDE","CPI","TOT","AGRWTH","A","2006",2.527921,
"OECDE","CPI","TOT","AGRWTH","A","2007",2.626704,
"OECDE","CPI","TOT","AGRWTH","A","2008",3.846672,
"OECDE","CPI","TOT","AGRWTH","A","2009",1.116789,
"OECDE","CPI","TOT","AGRWTH","A","2010",2.176898,
"OECDE","CPI","TOT","AGRWTH","A","2011",3.066629,
"OECDE","CPI","TOT","AGRWTH","A","2012",2.849361,
"OECDE","CPI","TOT","AGRWTH","A","2013",1.821685,
"OECDE","CPI","TOT","AGRWTH","A","2014",1.246708,
"OECDE","CPI","TOT","AGRWTH","A","2015",0.7352579,
"OECDE","CPI","TOT","AGRWTH","A","2016",1.007307,
"OECDE","CPI","TOT","AGRWTH","A","2017",2.483047,
"OECDE","CPI","TOT","AGRWTH","A","2018",3.015993,
"OECDE","CPI","TOT","AGRWTH","A","2019",2.608181,
"COL","CPI","TOT","AGRWTH","A","2005",5.05142,
"COL","CPI","TOT","AGRWTH","A","2006",4.29245,
"COL","CPI","TOT","AGRWTH","A","2007",5.545141,
"COL","CPI","TOT","AGRWTH","A","2008",6.99855,
"COL","CPI","TOT","AGRWTH","A","2009",4.201045,
"COL","CPI","TOT","AGRWTH","A","2010",2.271183,
"COL","CPI","TOT","AGRWTH","A","2011",3.41759,
"COL","CPI","TOT","AGRWTH","A","2012",3.167325,
"COL","CPI","TOT","AGRWTH","A","2013",2.018099,
"COL","CPI","TOT","AGRWTH","A","2014",2.897819,
"COL","CPI","TOT","AGRWTH","A","2015",4.990234,
"COL","CPI","TOT","AGRWTH","A","2016",7.514293,
"COL","CPI","TOT","AGRWTH","A","2017",4.312141,
"COL","CPI","TOT","AGRWTH","A","2018",3.240234,
"COL","CPI","TOT","AGRWTH","A","2019",3.525493,
"LVA","CPI","TOT","AGRWTH","A","2005",6.748452,
"LVA","CPI","TOT","AGRWTH","A","2006",6.536199,
"LVA","CPI","TOT","AGRWTH","A","2007",10.09298,
"LVA","CPI","TOT","AGRWTH","A","2008",15.40232,
"LVA","CPI","TOT","AGRWTH","A","2009",3.534107,
"LVA","CPI","TOT","AGRWTH","A","2010",-1.084636,
"LVA","CPI","TOT","AGRWTH","A","2011",4.370736,
"LVA","CPI","TOT","AGRWTH","A","2012",2.257789,
"LVA","CPI","TOT","AGRWTH","A","2013",-0.02945478,
"LVA","CPI","TOT","AGRWTH","A","2014",0.6204923,
"LVA","CPI","TOT","AGRWTH","A","2015",0.1742414,
"LVA","CPI","TOT","AGRWTH","A","2016",0.1406308,
"LVA","CPI","TOT","AGRWTH","A","2017",2.930369,
"LVA","CPI","TOT","AGRWTH","A","2018",2.53446,
"LVA","CPI","TOT","AGRWTH","A","2019",2.811403,
"SAU","CPI","TOT","AGRWTH","A","2005",0.4792332,
"SAU","CPI","TOT","AGRWTH","A","2006",2.20902,
"SAU","CPI","TOT","AGRWTH","A","2007",4.167827,
"SAU","CPI","TOT","AGRWTH","A","2008",9.870246,
"SAU","CPI","TOT","AGRWTH","A","2009",5.057225,
"SAU","CPI","TOT","AGRWTH","A","2010",5.339416,
"SAU","CPI","TOT","AGRWTH","A","2011",5.826217,"B"
"SAU","CPI","TOT","AGRWTH","A","2012",2.86627,
"SAU","CPI","TOT","AGRWTH","A","2013",3.532522,
"SAU","CPI","TOT","AGRWTH","A","2014",2.23629,
"SAU","CPI","TOT","AGRWTH","A","2015",1.206073,
"SAU","CPI","TOT","AGRWTH","A","2016",2.06884,
"SAU","CPI","TOT","AGRWTH","A","2017",-0.8381946,
"SAU","CPI","TOT","AGRWTH","A","2018",2.458142,
"SAU","CPI","TOT","AGRWTH","A","2019",-2.093333,
"EU28","CPI","TOT","AGRWTH","A","2005",2.3,
"EU28","CPI","TOT","AGRWTH","A","2006",2.3,
"EU28","CPI","TOT","AGRWTH","A","2007",2.4,
"EU28","CPI","TOT","AGRWTH","A","2008",3.7,
"EU28","CPI","TOT","AGRWTH","A","2009",0.8,
"EU28","CPI","TOT","AGRWTH","A","2010",1.8,
"EU28","CPI","TOT","AGRWTH","A","2011",2.9,
"EU28","CPI","TOT","AGRWTH","A","2012",2.6,
"EU28","CPI","TOT","AGRWTH","A","2013",1.3,
"EU28","CPI","TOT","AGRWTH","A","2014",0.4,
"EU28","CPI","TOT","AGRWTH","A","2015",0.1,
"EU28","CPI","TOT","AGRWTH","A","2016",0.2,
"EU28","CPI","TOT","AGRWTH","A","2017",1.6,
"EU28","CPI","TOT","AGRWTH","A","2018",1.8,
"EU28","CPI","TOT","AGRWTH","A","2019",1.4,
"EA19","CPI","TOT","AGRWTH","A","2005",2.2,
"EA19","CPI","TOT","AGRWTH","A","2006",2.2,
"EA19","CPI","TOT","AGRWTH","A","2007",2.2,
"EA19","CPI","TOT","AGRWTH","A","2008",3.3,
"EA19","CPI","TOT","AGRWTH","A","2009",0.3,
"EA19","CPI","TOT","AGRWTH","A","2010",1.6,
"EA19","CPI","TOT","AGRWTH","A","2011",2.7,
"EA19","CPI","TOT","AGRWTH","A","2012",2.5,
"EA19","CPI","TOT","AGRWTH","A","2013",1.3,
"EA19","CPI","TOT","AGRWTH","A","2014",0.4,
"EA19","CPI","TOT","AGRWTH","A","2015",0.2,
"EA19","CPI","TOT","AGRWTH","A","2016",0.2,
"EA19","CPI","TOT","AGRWTH","A","2017",1.5,
"EA19","CPI","TOT","AGRWTH","A","2018",1.8,
"EA19","CPI","TOT","AGRWTH","A","2019",1.2,
"ARG","CPI","TOT","AGRWTH","A","2018",34.27723,
"ARG","CPI","TOT","AGRWTH","A","2019",53.54831,
"LTU","CPI","TOT","AGRWTH","A","2005",2.658485,
"LTU","CPI","TOT","AGRWTH","A","2006",3.73912,
"LTU","CPI","TOT","AGRWTH","A","2007",5.737174,
"LTU","CPI","TOT","AGRWTH","A","2008",10.92589,
"LTU","CPI","TOT","AGRWTH","A","2009",4.453044,
"LTU","CPI","TOT","AGRWTH","A","2010",1.319214,
"LTU","CPI","TOT","AGRWTH","A","2011",4.130276,
"LTU","CPI","TOT","AGRWTH","A","2012",3.089983,
"LTU","CPI","TOT","AGRWTH","A","2013",1.047479,
"LTU","CPI","TOT","AGRWTH","A","2014",0.103758,
"LTU","CPI","TOT","AGRWTH","A","2015",-0.8840974,
"LTU","CPI","TOT","AGRWTH","A","2016",0.9055251,
"LTU","CPI","TOT","AGRWTH","A","2017",3.722889,
"LTU","CPI","TOT","AGRWTH","A","2018",2.697928,
"LTU","CPI","TOT","AGRWTH","A","2019",2.334509,
"CRI","CPI","TOT","AGRWTH","A","2005",13.7978,
"CRI","CPI","TOT","AGRWTH","A","2006",11.47075,
"CRI","CPI","TOT","AGRWTH","A","2007",9.357221,
"CRI","CPI","TOT","AGRWTH","A","2008",13.42473,
"CRI","CPI","TOT","AGRWTH","A","2009",7.842546,
"CRI","CPI","TOT","AGRWTH","A","2010",5.662692,
"CRI","CPI","TOT","AGRWTH","A","2011",4.878146,
"CRI","CPI","TOT","AGRWTH","A","2012",4.495378,
"CRI","CPI","TOT","AGRWTH","A","2013",5.231241,
"CRI","CPI","TOT","AGRWTH","A","2014",4.519381,
"CRI","CPI","TOT","AGRWTH","A","2015",0.8019475,
"CRI","CPI","TOT","AGRWTH","A","2016",-0.01755731,
"CRI","CPI","TOT","AGRWTH","A","2017",1.625723,
"CRI","CPI","TOT","AGRWTH","A","2018",2.221198,
"CRI","CPI","TOT","AGRWTH","A","2019",2.096197,
"G-20","CPI","TOT","AGRWTH","A","2005",3.289191,
"G-20","CPI","TOT","AGRWTH","A","2006",3.325486,
"G-20","CPI","TOT","AGRWTH","A","2007",3.378879,
"G-20","CPI","TOT","AGRWTH","A","2008",4.96488,
"G-20","CPI","TOT","AGRWTH","A","2009",2.02276,
"G-20","CPI","TOT","AGRWTH","A","2010",3.289634,
"G-20","CPI","TOT","AGRWTH","A","2011",4.164381,
"G-20","CPI","TOT","AGRWTH","A","2012",3.257461,
"G-20","CPI","TOT","AGRWTH","A","2013",3.153913,
"G-20","CPI","TOT","AGRWTH","A","2014",2.767075,
"G-20","CPI","TOT","AGRWTH","A","2015",2.351524,
"G-20","CPI","TOT","AGRWTH","A","2016",2.240881,
"G-20","CPI","TOT","AGRWTH","A","2017",2.334376,
"G-20","CPI","TOT","AGRWTH","A","2018",3.111087,
"G-20","CPI","TOT","AGRWTH","A","2019",3.454015,
